,n.name,n.code,score
231,Winona–Montgomery County Airport,K5A6,1.0
2930,Hunter Airport,82IN,1.0
2877,Richards Field,04FA,1.0
751,Jones/Ag-Viation Airport,CL23,1.0
4017,Turkey Mountain Airport,MO00,1.0
1242,Twin Oak Airport,NC69,1.0
1142,Houston County Airport,KCHU,1.0
2755,Floathaven Airstrip,WA90,1.0
2754,Kindelberger Landing Strip,24PA,1.0
2748,Clinton Memorial Airport,KGLY,1.0
1886,Orange County Airport,KOMH,1.0
1556,Woodliff Airpark,98MO,1.0
1877,Lenawee County Airport,KADG,1.0
381,Grays Creek Airport,K2GC,1.0
2021,Aaron Penston Field,1VA7,1.0
887,Flight Park Inc Airport,1IL4,1.0
1651,Lakewood Airstrip,53AK,1.0
148,Blo Airport,12TS,1.0
3693,Ross Field,OI25,1.0
2655,Hamilton Municipal Airport,KVGC,1.0
1831,Sunnybreeze Airport,09FL,1.0
1451,Recreation Corporation Airport,33FA,1.0
1662,Niklason Lake Estates Airport,3AK2,1.0
758,Richards Airport,TA47,1.0
1982,Swanson Field,MY95,1.0
3688,Perry Stokes Airport,KTAD,1.0
2953,Ledgedale Airpark,K7G0,1.0
3915,Chillicothe Municipal Airport,KCHT,1.0
1593,Nebraska City Municipal Airport,KAFK,1.0
460,Washington County Airport,K8WC,1.0
1945,Amy Airport,1II4,1.0
1940,Doug Bolton Field,02GA,1.0
655,Townley Farms Airport,9LL9,1.0
3169,Arcade Tri County Airport,KD23,1.0
1195,Bean Lake Airport,8MO7,1.0
1954,B & V Flying Ranch Airport,98IN,1.0
3113,Giddings-Lee County Airport,KGYB,1.0
3095,Spiering Airport,8MD4,1.0
3040,Headwaters Airport,25XA,1.0
3025,Scottsboro Municipal Word Field,K4A6,1.0
2982,Wicker & Wings Aerodrome,1PS9,1.0
428,Fort Lewis Road / Pacemaker Landing Zone Airport,KZ10,1.0
1214,Coppenger Farm Airport,TX95,1.0
665,Flying H Ranch Airport,3AL1,1.0
2967,Griffin Airport,0IL2,1.0
2965,Stonewall Airpark,41TN,1.0
1919,Stanly County Airport,KVUJ,1.0
1976,Sainovich Airport,PN43,1.0
1943,Baird-Wolford Airport,2II6,1.0
787,G W Flanders Ranch Strip,CO54,1.0
2646,Norm's Field,31MA,1.0
2454,Simpsonville Airport,VG12,1.0
2252,Merkle Airport,NK87,1.0
586,Beale Air Force Base,KBAB,1.0
1693,Sequim Valley Airport,KW28,1.0
1777,Flamingo Airfield,TA59,1.0
1773,Reedley College Airport,CA13,1.0
1771,Carlson Farm Airport,3IN3,1.0
588,Weedhopper Meadow Airport,WI71,1.0
1767,Horsefeathers Ranch Airport,1IL1,1.0
281,Gilbert Airport,73PA,1.0
2416,B J Farms Airport,NJ06,1.0
2393,Echo Lake Airport,TX40,1.0
2376,Lochridge Ranch Airport,TX25,1.0
2370,Aberdeen Field,31VA,1.0
2347,Rocking A Farm Airport,NC86,1.0
250,Smith Restricted Landing Area,61LL,1.0
249,Willaview Airport,2DE2,1.0
2311,Mindzak Airfield,OI88,1.0
1720,Phillips Airport,32MO,1.0
3547,Tall Timber Airport,CD28,1.0
2439,Chesapeake Ranch Airport,MD50,1.0
2438,Woodcrest Farms Airstrip,JY17,1.0
1363,Washburn Farm Airport,62MO,1.0
2555,Cloudbound Airport,PA47,1.0
1552,Heller Airport,22IL,1.0
2612,Erkes Airport,59PA,1.0
936,Nulltown Wingnuts Ultralightport,73II,1.0
338,Davis Airfield,8KS3,1.0
2581,Oswego County Airport,KFZY,1.0
997,Larson Airport,5WI4,1.0
1051,Mayes Homestead Airport,37MO,1.0
1679,Metropolitan Airport,13MA,1.0
563,Chuck's Airport,0II0,1.0
104,Tri-Modal Air Park,30TA,1.0
1681,Colberg Airport,5AK6,1.0
1341,Eickholtz Airport,II33,1.0
1353,Flying Exotics Airport,47FL,1.0
2062,Cecil County Airport,K58M,1.0
2532,Red Shed Field,2IS6,1.0
2086,Akron Airport/Jesson Field,K9G3,0.6666666666666666
2704,Alliance Airport,23NJ,0.6666666666666666
980,Tamarack Airport,9WI5,0.6666666666666666
2035,Mc Clain Field,OI67,0.6666666666666666
2102,Cortland County Chase Field,KN03,0.6666666666666666
1359,Hampton Field,38II,0.6
1730,Harris Airport,IS24,0.6
3311,Phoenix Sky Harbor International Airport,KPHX,0.3642639593908629
3453,Charlotte Douglas International Airport,KCLT,0.3631946553294868
3264,Hartsfield Jackson Atlanta International Airport,KATL,0.3630109267503035
