,n.name,n.code,score
9,Chicago O'Hare International Airport,KORD,1346067.4808676369
76,Dallas Fort Worth International Airport,KDFW,1113638.4946059508
48,Charlotte Douglas International Airport,KCLT,985859.9342835749
82,Centennial Airport,KAPA,853224.5081333244
122,Addison Airport,KADS,806859.5251023511
30,Dallas Love Field,KDAL,773899.9692957746
8,Ted Stevens Anchorage International Airport,PANC,690301.2659672643
61,Baltimore/Washington International Thurgood Marshall Airport,KBWI,645999.4481567236
59,Indianapolis International Airport,KIND,639601.4832880112
70,DeKalb Peachtree Airport,KPDK,634188.1987872615
4,Scottsdale Airport,KSDL,632272.308366405
67,Phoenix Sky Harbor International Airport,KPHX,613454.8202381973
35,Louisville Muhammad Ali International Airport,KSDF,600171.1223032095
84,Chicago Midway International Airport,KMDW,593012.5507496626
80,Washington Dulles International Airport,KIAD,582068.5318299041
209,Chicago Executive Airport,KPWK,566343.6987688645
304,Flying Cloud Airport,KFCM,563922.3086227135
25,Hartsfield Jackson Atlanta International Airport,KATL,546711.874892521
728,Raleigh Durham International Airport,KRDU,521916.1210536676
177,Boeing Field King County International Airport,KBFI,521218.1040429886
41,Philadelphia International Airport,KPHL,485754.51486948354
7,Naples Municipal Airport,KAPF,481405.44073144416
367,Fort Worth Meacham International Airport,KFTW,476924.04146241985
515,Sarasota Bradenton International Airport,KSRQ,475055.3768963932
213,Cincinnati Municipal Airport Lunken Field,KLUK,451551.07283423044
85,San Antonio International Airport,KSAT,443000.1531766645
225,Charles B. Wheeler Downtown Airport,KMKC,442744.9126868486
36,McCarran International Airport,KLAS,391666.74575060175
66,Nashville International Airport,KBNA,383442.2362479769
442,Spirit of St Louis Airport,KSUS,371112.10650714196
19,Seattle Tacoma International Airport,KSEA,367207.2548405966
162,John Wayne Airport-Orange County Airport,KSNA,366258.29668400413
15,Northwest Florida Beaches International Airport,KECP,359487.8496127657
52,St Louis Lambert International Airport,KSTL,345702.38162408455
194,Teterboro Airport,KTEB,333840.5654975696
182,Boise Air Terminal/Gowen Field,KBOI,328019.29775977565
91,Westchester County Airport,KHPN,326839.3605506291
102,Richard Lloyd Jones Jr Airport,KRVS,316316.70971887314
368,Dane County Regional Truax Field,KMSN,312629.6419078358
28,McGhee Tyson Airport,KTYS,312379.34776403796
229,Rocky Mountain Metropolitan Airport,KBJC,309891.3413321219
54,Portland International Airport,KPDX,308643.35381778463
398,Oakland County International Airport,KPTK,295578.48181056447
46,Logan International Airport,KBOS,292014.67744708253
133,Frederick Douglass Greater Rochester International Airport,KROC,279412.287174438
38,Van Nuys Airport,KVNY,277928.870805366
32,Denver International Airport,KDEN,273246.4516243608
118,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,KMSP,272336.4675408457
99,Eppley Airfield,KOMA,266965.87184524507
677,Dupage Airport,KDPA,266018.67577129445
198,Destin Executive Airport,KDTS,260747.89189044
65,St Petersburg Clearwater International Airport,KPIE,254681.2150629708
34,Los Angeles International Airport,KLAX,254197.57115257063
145,Metropolitan Oakland International Airport,KOAK,239958.48911742098
811,Page Field,KFMY,234362.3162773462
93,Portland Hillsboro Airport,KHIO,229040.50545160164
20,San Francisco International Airport,KSFO,226088.32481483728
88,Detroit Metropolitan Wayne County Airport,KDTW,225117.78048623036
130,Leesburg Executive Airport,KJYO,207266.41823122025
285,McKinney National Airport,KTKI,203580.9528636279
146,Martin State Airport,KMTN,199671.67665559732
62,Austin Bergstrom International Airport,KAUS,198267.57662252555
795,Morristown Municipal Airport,KMMU,197839.61984142193
570,Laurence G Hanscom Field,KBED,197164.43719911395
77,John Glenn Columbus International Airport,KCMH,196824.94362704692
596,Buffalo Niagara International Airport,KBUF,187347.64217666368
665,Tulsa International Airport,KTUL,185725.60864978377
845,Eagle Creek Airpark,KEYE,178896.99062700797
489,Manassas Regional Airport/Harry P. Davis Field,KHEF,178264.9220181649
383,Fresno Yosemite International Airport,KFAT,176082.44600211552
469,Bowman Field,KLOU,173915.53227151875
262,Indy South Greenwood Airport,KHFY,173897.3070040513
1189,Southern Wisconsin Regional Airport,KJVL,173211.33130559357
219,Denton Municipal Airport,KDTO,168955.15254486166
78,Lehigh Valley International Airport,KABE,167385.72158545736
68,Norman Y. Mineta San Jose International Airport,KSJC,167028.67726083353
391,New Castle Airport,KILG,162527.3095054558
87,McClellan-Palomar Airport,KCRQ,161138.64102359794
51,Fort Lauderdale Hollywood International Airport,KFLL,157230.0683160099
181,Albuquerque International Sunport,KABQ,153984.990575666
309,Lincoln Airport,KLNK,153183.08264939114
850,Gwinnett County Briscoe Field,KLZU,152706.70614421336
230,City of Colorado Springs Municipal Airport,KCOS,150982.3510886454
735,Republic Airport,KFRG,150840.90288754585
255,Cincinnati Northern Kentucky International Airport,KCVG,146511.08914912763
927,Dayton-Wright Brothers Airport,KMGY,143577.6018110054
363,Arlington Municipal Airport,KGKY,142996.53396788798
858,General Mitchell International Airport,KMKE,139724.8651516344
780,Allegheny County Airport,KAGC,139066.37811773748
1449,Lancaster Airport,KLNS,138113.28479928643
1257,Johnson County Executive Airport,KOJC,137135.10726041617
436,Frederick Municipal Airport,KFDK,136622.26052864178
60,William P Hobby Airport,KHOU,136488.83610089548
313,St Louis Downtown Airport,KCPS,135958.7218485638
390,Fulton County Airport Brown Field,KFTY,132982.87120802552
23,Miami-Opa Locka Executive Airport,KOPF,129283.10408472462
519,Cobb County International Airport-McCollum Field,KRYY,126646.78020345641
1593,Austin Straubel International Airport,KGRB,125681.63415546164
349,St Paul Downtown Holman Field,KSTP,125617.35045928704
106,Tucson International Airport / Morris Air National Guard Base,KTUS,124026.87775930975
81,Syracuse Hancock International Airport,KSYR,120164.0236431906
121,Miami International Airport,KMIA,115835.54795957141
864,Appleton International Airport,KATW,114429.43954291822
678,Waukegan National Airport,KUGN,111532.50398142428
573,Purdue University Airport,KLAF,111396.23701235752
45,Reno Tahoe International Airport,KRNO,110865.89097524538
79,Phoenix–Mesa Gateway Airport,KIWA,110422.80796676346
334,Merrill Field,PAMR,107843.70389674956
221,Sacramento Mather Airport,KMHR,106095.88565362245
796,Charlotte County Airport,KPGD,105669.92615669101
700,Abraham Lincoln Capital Airport,KSPI,104573.16392049902
264,Indianapolis Executive Airport,KTYQ,104160.15048169844
1174,Middleton Municipal Morey Field,KC29,103864.78491235735
688,Willow Run Airport,KYIP,103686.72661156504
787,Pittsburgh International Airport,KPIT,102365.1822987703
827,James M Cox Dayton International Airport,KDAY,102298.34916999518
56,Pueblo Memorial Airport,KPUB,101385.01915399366
50,Waukesha County Airport,KUES,100946.15391715888
415,Coeur D'Alene - Pappy Boyington Field,KCOE,99107.06215267492
214,Sacramento Executive Airport,KSAC,95793.2534499119
249,Montgomery County Airpark,KGAI,94065.77490411219
138,Northeast Philadelphia Airport,KPNE,93589.5433427473
112,Harrisburg International Airport,KMDT,92664.374386862
1637,St. Mary's County Regional Airport,K2W6,92659.03148683434
212,Chicago Rockford International Airport,KRFD,92077.28615737989
237,Napa County Airport,KAPC,91154.90902514766
315,Columbus Municipal Airport,KBAK,90852.1292887739
142,Pearson Field,KVUO,88986.5429148188
687,Allentown Queen City Municipal Airport,KXLL,88523.73101896384
829,Essex County Airport,KCDW,88502.90705979848
156,Dallas Executive Airport,KRBD,87578.47246439921
29,Hagerstown Regional Richard A Henson Field,KHGR,85347.60210385112
1428,Boerne Stage Field,K5C1,84824.21701512381
376,Springfield Branson National Airport,KSGF,84340.73869587711
135,Sacramento International Airport,KSMF,84201.65550867135
443,Cuyahoga County Airport,KCGF,83058.3687752923
546,Crystal Airport,KMIC,82070.68724402449
21,Southwest Florida International Airport,KRSW,81255.1450234106
95,Phoenix Deer Valley Airport,KDVT,81173.4429586522
117,McClellan Airfield,KMCC,81165.03623045975
657,Reading Regional Airport (Carl A Spaatz Field),KRDG,80957.10809458306
253,New Century Aircenter Airport,KIXD,80693.4854174344
462,McAllen Miller International Airport,KMFE,80430.24975345498
364,Ontario International Airport,KONT,79856.36351198662
318,Grand Prairie Municipal Airport,KGPM,79773.52701940518
1339,Clermont County Airport,KI69,78657.75698174848
617,Fort Worth Alliance Airport,KAFW,77929.0305469907
53,Snohomish County (Paine Field) Airport,KPAE,77732.159345885
815,Cleveland Hopkins International Airport,KCLE,77451.87844181464
406,Monmouth Executive Airport,KBLM,77442.77457695159
44,New York Stewart International Airport,KSWF,76797.27068988488
173,Camarillo International Airport,KCMA,76733.02049707284
92,Bob Hope Airport,KBUR,76134.34834353186
452,San Luis County Regional Airport,KSBP,76014.92966973453
532,Bellingham International Airport,KBLI,75192.39930719243
886,Sanford-Lee County Regional Airport,KTTA,75151.51337429941
110,University of Illinois Willard Airport,KCMI,75004.45629140046
746,St Louis Regional Airport,KALN,74663.9686398488
994,Lewis University Airport,KLOT,74506.81803844118
231,Fort Lauderdale Executive Airport,KFXE,73009.65706539595
908,Capital City Airport,KCXY,72129.56445659495
744,Clark Regional Airport,KJVY,70024.68451748104
327,Phoenix Goodyear Airport,KGYR,68966.67195190438
197,Santa Barbara Municipal Airport,KSBA,68649.12675499357
39,Gillespie Field,KSEE,67534.05591377946
233,San Diego International Airport,KSAN,66980.60175921449
139,Aurora State Airport,KUAO,66865.63802493764
281,Moraine Air Park,KI73,66626.32482013287
871,Aurora Municipal Airport,KARR,66600.6482524677
887,Mobile Regional Airport,KMOB,66543.83770608145
881,Carter Airport,FL57,65596.71725325628
951,Wings Field,KLOM,65527.95688553007
655,Barnstable Municipal Boardman Polando Field,KHYA,65127.01265460184
113,Palm Springs International Airport,KPSP,64506.64645224497
857,Carroll County Regional Jack B Poage Field,KDMW,64248.32688985767
919,Kenosha Regional Airport,KENW,63964.53297319213
447,Henderson Executive Airport,KHND,63656.631142113685
828,Albert Whitted Airport,KSPG,63589.833531586475
192,Garcon Field,24FL,63522.29956632358
236,Millard Airport,KMLE,63455.64710879795
1310,Poplar Grove Airport,KC77,63407.7766493359
1007,Schaumburg Regional Airport,K06C,62719.89088898276
31,Kissimmee Gateway Airport,KISM,62127.36855212104
1709,Lackland Air Force Base,KSKF,61983.24613808184
637,Gainesville Municipal Airport,KGLE,61941.91548901154
178,Ellington Airport,KEFD,61188.65241043089
64,Buchanan Field,KCCR,61185.820777872475
2019,Austin Executive Airport,KEDC,60828.60222968188
317,Ann Arbor Municipal Airport,KARB,60456.84341786809
957,Indianapolis Metropolitan Airport,KUMP,60198.25719286821
63,Ronald Reagan Washington National Airport,KDCA,59924.12011331478
291,Renton Municipal Airport,KRNT,59542.76867601989
587,Council Bluffs Municipal Airport,KCBF,59189.61324852816
128,Hickory Regional Airport,KHKY,58864.14205045306
1254,Middletown Regional Airport,KMWO,58645.63620464389
2471,Colorado Air and Space Port,KFTG,58430.02031839308
101,Charles M. Schulz Sonoma County Airport,KSTS,58269.82197752131
167,Long Beach Airport (Daugherty Field),KLGB,58103.58176002415
1221,Trenton Mercer Airport,KTTN,58096.70106674847
966,Creve Coeur Airport,K1H0,58084.35728662502
1975,San Marcos Regional Airport,KHYI,57661.36282826591
867,Lake in the Hills Airport,K3CK,57370.611363007265
679,Gary Chicago International Airport,KGYY,57235.29185128663
250,Prescott International Airport - Ernest A. Love Field,KPRC,57106.526845294036
804,Norfolk International Airport,KORF,57078.63886643551
